,asr_transcript,uniqueId
20871,Go get me some juice ,xRQE5VD7rRHVdyvM-c845325045c611e98ec07bf21d1cfe30
20872,Bathroom light on ,xRQE5VD7rRHVdyvM-c893af3045c011e98ec07bf21d1cfe30
20873,Open language settings ,xRQE5VD7rRHVdyvM-c8e2d94045c311e98ec07bf21d1cfe30
20874,Could you increase the heeding please ,xRQE5VD7rRHVdyvM-c9020f2045c511e98ec07bf21d1cfe30
20875,Turned the temperature in the bedroom up ,xRQE5VD7rRHVdyvM-ca0e2f5045c211e98ec07bf21d1cfe30
20876,Bring me my socks ,xRQE5VD7rRHVdyvM-cad41a9045c611e98ec07bf21d1cfe30
20877,Switched the light off ,xRQE5VD7rRHVdyvM-cafee2d045c011e98ec07bf21d1cfe30
20878,Lights on in the bathroom ,xRQE5VD7rRHVdyvM-cb37823045c411e98ec07bf21d1cfe30
20879,Said the language ,xRQE5VD7rRHVdyvM-cb64c93045c311e98ec07bf21d1cfe30
20880,Make it hotter ,xRQE5VD7rRHVdyvM-cb67c48045c511e98ec07bf21d1cfe30
20881,Turn up the bedroom he ,xRQE5VD7rRHVdyvM-ccc511f045c211e98ec07bf21d1cfe30
20882,Get me my socks ,xRQE5VD7rRHVdyvM-cd3737e045c611e98ec07bf21d1cfe30
20883,Turn off the kitchen likes ,xRQE5VD7rRHVdyvM-cd74018045c011e98ec07bf21d1cfe30
20884,More hee ,xRQE5VD7rRHVdyvM-cdacd28045c511e98ec07bf21d1cfe30
20885,Bathroom lights on ,xRQE5VD7rRHVdyvM-cdcc0fc045c411e98ec07bf21d1cfe30
20886,Language settings ,xRQE5VD7rRHVdyvM-cdf8ba8045c311e98ec07bf21d1cfe30
20887,Turned the bedroom he now ,xRQE5VD7rRHVdyvM-cf9c74e045c211e98ec07bf21d1cfe30
20888,He up ,xRQE5VD7rRHVdyvM-cfdcd1e045c511e98ec07bf21d1cfe30
20889,Turned the light off in the kitchen ,xRQE5VD7rRHVdyvM-d0170e0045c011e98ec07bf21d1cfe30
20890,Switched the lights off ,xRQE5VD7rRHVdyvM-d04266f045c411e98ec07bf21d1cfe30
20891,Bring sought ,xRQE5VD7rRHVdyvM-d09fde5045c611e98ec07bf21d1cfe30
20892,Said language to chinese ,xRQE5VD7rRHVdyvM-d0eccd3045c311e98ec07bf21d1cfe30
20893,Bedroom heat up ,xRQE5VD7rRHVdyvM-d22a72c045c211e98ec07bf21d1cfe30
20894,Turn up the temperature in the kitchen ,xRQE5VD7rRHVdyvM-d2c1543045c511e98ec07bf21d1cfe30
20895,Turn off the kitchen light ,xRQE5VD7rRHVdyvM-d2e5255045c411e98ec07bf21d1cfe30
20896,Bring my socks ,xRQE5VD7rRHVdyvM-d3210af045c611e98ec07bf21d1cfe30
20897,Chet language to german ,xRQE5VD7rRHVdyvM-d391ae7045c311e98ec07bf21d1cfe30
20898,Turn the kitchen temperature up ,xRQE5VD7rRHVdyvM-d560de4045c511e98ec07bf21d1cfe30
20899,Increase the temperature in the bedroom ,xRQE5VD7rRHVdyvM-d58620e045c211e98ec07bf21d1cfe30
20900,Switched the light off in the kitchen ,xRQE5VD7rRHVdyvM-d5a4904045c011e98ec07bf21d1cfe30
20901,Go get me my socks ,xRQE5VD7rRHVdyvM-d5eb9ca045c611e98ec07bf21d1cfe30
20902,Turned the light off in the kitchen ,xRQE5VD7rRHVdyvM-d5f8a6e045c411e98ec07bf21d1cfe30
20903,Said language to corinne ,xRQE5VD7rRHVdyvM-d62e525045c311e98ec07bf21d1cfe30
20904,Life's off in the kitchen ,xRQE5VD7rRHVdyvM-d822618045c011e98ec07bf21d1cfe30
20905,Fetch my socks ,xRQE5VD7rRHVdyvM-d856d04045c611e98ec07bf21d1cfe30
20906,Increase the temperature in the kitchen ,xRQE5VD7rRHVdyvM-d862d3a045c511e98ec07bf21d1cfe30
20907,Said language to english ,xRQE5VD7rRHVdyvM-d8bdd6d045c311e98ec07bf21d1cfe30
20908,Switch off the lights in the kitchen ,xRQE5VD7rRHVdyvM-d91fb07045c411e98ec07bf21d1cfe30
20909,Bring me my shoes ,xRQE5VD7rRHVdyvM-dafd111045c611e98ec07bf21d1cfe30
20910,Increase the heaving in the kitchen ,xRQE5VD7rRHVdyvM-db67d64045c511e98ec07bf21d1cfe30
20911,Set my device to chinese ,xRQE5VD7rRHVdyvM-dbc8a5d045c311e98ec07bf21d1cfe30
20912,Switched the light off in the kitchen ,xRQE5VD7rRHVdyvM-dc32209045c411e98ec07bf21d1cfe30
20913,Turn out the light in the bedroom ,xRQE5VD7rRHVdyvM-dd843fe045c011e98ec07bf21d1cfe30
20914,Get me my shoes ,xRQE5VD7rRHVdyvM-dda3c71045c611e98ec07bf21d1cfe30
20915,Turn up the heat in the kitchen ,xRQE5VD7rRHVdyvM-de426d8045c511e98ec07bf21d1cfe30
20916,Lights off in the kitchen ,xRQE5VD7rRHVdyvM-dedb208045c411e98ec07bf21d1cfe30
20917,Bring shoes ,xRQE5VD7rRHVdyvM-e016e9f045c611e98ec07bf21d1cfe30
20918,Turned the bedroom light off ,xRQE5VD7rRHVdyvM-e01d886045c011e98ec07bf21d1cfe30
20919,Oh came out switch the main language to chinese ,xRQE5VD7rRHVdyvM-e047c55045c311e98ec07bf21d1cfe30
20920,Turn the heat up in the kitchen ,xRQE5VD7rRHVdyvM-e0f72d4045c511e98ec07bf21d1cfe30
20921,Kitchen might cloth ,xRQE5VD7rRHVdyvM-e13cde4045c411e98ec07bf21d1cfe30
20922,Bring my shoes ,xRQE5VD7rRHVdyvM-e2aa8d2045c611e98ec07bf21d1cfe30
20923,Switch off the light in the bedroom ,xRQE5VD7rRHVdyvM-e2b6f7f045c011e98ec07bf21d1cfe30
20924,Kitchen he'd up ,xRQE5VD7rRHVdyvM-e38a825045c511e98ec07bf21d1cfe30
20925,Turn off the lights in the bedroom ,xRQE5VD7rRHVdyvM-e3f631e045c411e98ec07bf21d1cfe30
20926,Oh kindness which the main language to german ,xRQE5VD7rRHVdyvM-e416809045c311e98ec07bf21d1cfe30
20927,Turn up the heat the wash room ,xRQE5VD7rRHVdyvM-e4412f8045c211e98ec07bf21d1cfe30
20928,Switched the bedroom light off ,xRQE5VD7rRHVdyvM-e559b65045c011e98ec07bf21d1cfe30
20929,Go get me my shoes ,xRQE5VD7rRHVdyvM-e5a5569045c611e98ec07bf21d1cfe30
20930,Turned the bedroom liked aft ,xRQE5VD7rRHVdyvM-e6b0be0045c411e98ec07bf21d1cfe30
20931,Turn up the temperature in the bedroom ,xRQE5VD7rRHVdyvM-e6e2d51045c511e98ec07bf21d1cfe30
20932,O k now switch the main language to prayin ,xRQE5VD7rRHVdyvM-e73ee9b045c311e98ec07bf21d1cfe30
20933,Turn the heat up in the wash room ,xRQE5VD7rRHVdyvM-e75b67d045c211e98ec07bf21d1cfe30
20934,Lights off in the bedroom ,xRQE5VD7rRHVdyvM-e7d9aa7045c011e98ec07bf21d1cfe30
20935,Fetch my shoes ,xRQE5VD7rRHVdyvM-e83f3b5045c611e98ec07bf21d1cfe30
20936,Switch off the lights in the bedroom ,xRQE5VD7rRHVdyvM-e9bd61c045c411e98ec07bf21d1cfe30
20937,Turned the temperature in the bedroom up ,xRQE5VD7rRHVdyvM-e9f93cd045c511e98ec07bf21d1cfe30
20938,Washroom heat up ,xRQE5VD7rRHVdyvM-ea33b52045c211e98ec07bf21d1cfe30
20939,Bedroom lights off ,xRQE5VD7rRHVdyvM-ea67a85045c011e98ec07bf21d1cfe30
20940,A canal switch the main language to english ,xRQE5VD7rRHVdyvM-ea6c34d045c311e98ec07bf21d1cfe30
20941,Allow a different language ,xRQE5VD7rRHVdyvM-eb54b8b045c611e98ec07bf21d1cfe30
20942,Switched the bedroom lights off ,xRQE5VD7rRHVdyvM-ec7f40e045c411e98ec07bf21d1cfe30
20943,Turn up the bedroom he ,xRQE5VD7rRHVdyvM-ece3b29045c511e98ec07bf21d1cfe30
20944,Increase the temperature in the wash room ,xRQE5VD7rRHVdyvM-ed776e7045c211e98ec07bf21d1cfe30
20945,Set my funds language to chinese ,xRQE5VD7rRHVdyvM-edba004045c311e98ec07bf21d1cfe30
20946,Use a different language ,xRQE5VD7rRHVdyvM-ee22ccd045c611e98ec07bf21d1cfe30
20947,Lights off in the bedroom ,xRQE5VD7rRHVdyvM-ef3e87f045c411e98ec07bf21d1cfe30
20948,Turned the bedroom he'd up ,xRQE5VD7rRHVdyvM-ef6b6ee045c511e98ec07bf21d1cfe30
20949,Switch off the washroom light ,xRQE5VD7rRHVdyvM-efaa65f045c011e98ec07bf21d1cfe30
20950,Increase the heaving in the wash room ,xRQE5VD7rRHVdyvM-f0756c3045c211e98ec07bf21d1cfe30
20951,Changed the language ,xRQE5VD7rRHVdyvM-f0aecee045c611e98ec07bf21d1cfe30
20952,Set my funds language to german ,xRQE5VD7rRHVdyvM-f106933045c311e98ec07bf21d1cfe30
20953,Bedroom heat up ,xRQE5VD7rRHVdyvM-f1e34cb045c511e98ec07bf21d1cfe30
20954,Bedroom lights off ,xRQE5VD7rRHVdyvM-f1f0136045c411e98ec07bf21d1cfe30
20955,Lights often the wash room ,xRQE5VD7rRHVdyvM-f222e00045c011e98ec07bf21d1cfe30
20956,Switched the language ,xRQE5VD7rRHVdyvM-f34d207045c611e98ec07bf21d1cfe30
20957,Turn up the bathroom temperature ,xRQE5VD7rRHVdyvM-f374063045c211e98ec07bf21d1cfe30
20958,Set my funds language to corinne ,xRQE5VD7rRHVdyvM-f424750045c311e98ec07bf21d1cfe30
20959,Washroom lights off ,xRQE5VD7rRHVdyvM-f45fb0a045c011e98ec07bf21d1cfe30
20960,Turn off the washroom links ,xRQE5VD7rRHVdyvM-f4ecb19045c411e98ec07bf21d1cfe30
20961,Increase the temperature in the bedroom ,xRQE5VD7rRHVdyvM-f52b24b045c511e98ec07bf21d1cfe30
20962,Switch language ,xRQE5VD7rRHVdyvM-f5ce742045c611e98ec07bf21d1cfe30
20963,Turn on the light ,xRQE5VD7rRHVdyvM-f67825d045bf11e98ec07bf21d1cfe30
20964,Turn volume up ,xRQE5VD7rRHVdyvM-f6a5d01045c011e98ec07bf21d1cfe30
20965,Turn the temperature up at the bathroom ,xRQE5VD7rRHVdyvM-f6c15c7045c211e98ec07bf21d1cfe30
20966,Sent my funds language to english ,xRQE5VD7rRHVdyvM-f7438f5045c311e98ec07bf21d1cfe30
20967,Switched off the washroom minx ,xRQE5VD7rRHVdyvM-f7e2e72045c411e98ec07bf21d1cfe30
20968,Increase the heating in the bedroom ,xRQE5VD7rRHVdyvM-f821f68045c511e98ec07bf21d1cfe30
20969,Switch languages ,xRQE5VD7rRHVdyvM-f866d24045c611e98ec07bf21d1cfe30
20970,Turned the sound up ,xRQE5VD7rRHVdyvM-f8ec169045c011e98ec07bf21d1cfe30
20971,Turn up the heat and the bathroom ,xRQE5VD7rRHVdyvM-f9adce0045c211e98ec07bf21d1cfe30
20972,Lights off in the wash room ,xRQE5VD7rRHVdyvM-fa92019045c411e98ec07bf21d1cfe30
20973,Turn it up ,xRQE5VD7rRHVdyvM-fb1a1a2045c011e98ec07bf21d1cfe30
20974,Changed system language ,xRQE5VD7rRHVdyvM-fb2e7dc045c611e98ec07bf21d1cfe30
20975,Turn up the washroom temperature ,xRQE5VD7rRHVdyvM-fb46680045c511e98ec07bf21d1cfe30
20976,And he de practised my chinese switch the language ,xRQE5VD7rRHVdyvM-fb90061045c311e98ec07bf21d1cfe30
20977,Turn the heat up in the bathroom ,xRQE5VD7rRHVdyvM-fc9cd7a045c211e98ec07bf21d1cfe30
20978,Washroom lights off ,xRQE5VD7rRHVdyvM-fd230cb045c411e98ec07bf21d1cfe30
20979,Make it louder ,xRQE5VD7rRHVdyvM-fd6e917045c011e98ec07bf21d1cfe30
20980,Open language settings ,xRQE5VD7rRHVdyvM-fdcd6b9045c611e98ec07bf21d1cfe30
20981,Turn off the likes ,xRQE5VD7rRHVdyvM-fe2be37045bf11e98ec07bf21d1cfe30
20982,A need to practice when german switch the language ,xRQE5VD7rRHVdyvM-ff00c2d045c311e98ec07bf21d1cfe30
20983,Bathroom heat up ,xRQE5VD7rRHVdyvM-ff2f1b4045c211e98ec07bf21d1cfe30
20984,Turned wrong em up ,xRQE5VD7rRHVdyvM-ff7a432045c411e98ec07bf21d1cfe30
20985,Louder ,xRQE5VD7rRHVdyvM-ffad36d045c011e98ec07bf21d1cfe30
20986,Turn the temperature up in the wash room ,xRQE5VD7rRHVdyvM-ffd0ab1045c511e98ec07bf21d1cfe30
20987,Turn at the heat in the bathroom ,xwpvGaaWl5c3G5N3-00c1dc2045b611e98ec07bf21d1cfe30
20988,Swept off the life ,xwpvGaaWl5c3G5N3-0190c080459811e9bf4b216bfa333ac2
20989,Louder phone ,xwpvGaaWl5c3G5N3-01fc298045b911e98ec07bf21d1cfe30
20990,I knew to practise my english which language ,xwpvGaaWl5c3G5N3-028e695045b711e98ec07bf21d1cfe30
20991,China lights off ,xwpvGaaWl5c3G5N3-03dc5e30459811e9bf4b216bfa333ac2
20992,I can't hear that ,xwpvGaaWl5c3G5N3-043ccab045b911e98ec07bf21d1cfe30
20993,Better'n he down ,xwpvGaaWl5c3G5N3-052ab7b045ba11e98ec07bf21d1cfe30
20994,Turn the washed and wiped off ,xwpvGaaWl5c3G5N3-0532392045b711e98ec07bf21d1cfe30
20995,Lights off ,xwpvGaaWl5c3G5N3-06170bf0459811e9bf4b216bfa333ac2
20996,To quiet ,xwpvGaaWl5c3G5N3-071edc0045b911e98ec07bf21d1cfe30
20997,Pause ,xwpvGaaWl5c3G5N3-073f473045b711e98ec07bf21d1cfe30
20998,By him up ,xwpvGaaWl5c3G5N3-084d73f0459811e9bf4b216bfa333ac2
20999,Decrease the temperature in the bedroom ,xwpvGaaWl5c3G5N3-087500b045ba11e98ec07bf21d1cfe30
21000,That's too quiet ,xwpvGaaWl5c3G5N3-09665b0045b911e98ec07bf21d1cfe30
21001,Turn on the lights ,xwpvGaaWl5c3G5N3-09c7038045b711e98ec07bf21d1cfe30
21002,Turn up the volume ,xwpvGaaWl5c3G5N3-0aee3680459811e9bf4b216bfa333ac2
21003,Decrease the heating in the bedroom ,xwpvGaaWl5c3G5N3-0b64316045ba11e98ec07bf21d1cfe30
21004,Far too quiet ,xwpvGaaWl5c3G5N3-0beeb39045b911e98ec07bf21d1cfe30
21005,Turn off the lights ,xwpvGaaWl5c3G5N3-0c0dbf3045b711e98ec07bf21d1cfe30
21006,Turned down the washed from temperature ,xwpvGaaWl5c3G5N3-0dc63d4045ba11e98ec07bf21d1cfe30
21007,Turn the vine ah ,xwpvGaaWl5c3G5N3-0de667e0459811e9bf4b216bfa333ac2
21008,Change language ,xwpvGaaWl5c3G5N3-0e4f4ac045b711e98ec07bf21d1cfe30
21009,Turn sound up ,xwpvGaaWl5c3G5N3-0e4f5fe045b911e98ec07bf21d1cfe30
21010,Possum use it ,xwpvGaaWl5c3G5N3-1075d44045b711e98ec07bf21d1cfe30
21011,Make the music louder ,xwpvGaaWl5c3G5N3-10935f70459811e9bf4b216bfa333ac2
21012,Turn tempter down in the washroom ,xwpvGaaWl5c3G5N3-10e9c46045ba11e98ec07bf21d1cfe30
21013,I knew to hear this increase the volume ,xwpvGaaWl5c3G5N3-124c7e2045b911e98ec07bf21d1cfe30
21014,Resumed ,xwpvGaaWl5c3G5N3-13099e8045b711e98ec07bf21d1cfe30
21015,Turned down the volume ,xwpvGaaWl5c3G5N3-13180e80459811e9bf4b216bfa333ac2
21016,Turn down the heat in the washroom ,xwpvGaaWl5c3G5N3-1381864045ba11e98ec07bf21d1cfe30
21017,Volume down ,xwpvGaaWl5c3G5N3-152c577045b711e98ec07bf21d1cfe30
21018,Bathroom heat up ,xwpvGaaWl5c3G5N3-16407c0045b611e98ec07bf21d1cfe30
21019,Turn down the heat in the washroom ,xwpvGaaWl5c3G5N3-16bb7b9045ba11e98ec07bf21d1cfe30
21020,I couldn't hear anything turn up the volume ,xwpvGaaWl5c3G5N3-16f4d08045b911e98ec07bf21d1cfe30
21021,Turn the lights on ,xwpvGaaWl5c3G5N3-1752e0f045b711e98ec07bf21d1cfe30
21022,Turn the volume down ,xwpvGaaWl5c3G5N3-18766a70459811e9bf4b216bfa333ac2
21023,Increase the temperature in the bathroom ,xwpvGaaWl5c3G5N3-18f059c045b611e98ec07bf21d1cfe30
21024,Switch on the lights ,xwpvGaaWl5c3G5N3-1988378045b711e98ec07bf21d1cfe30
21025,The video sound is too low turn up the volume ,xwpvGaaWl5c3G5N3-1a14d53045b911e98ec07bf21d1cfe30
21026,Make music softer ,xwpvGaaWl5c3G5N3-1adb5c80459811e9bf4b216bfa333ac2
21027,Increase the heating in the bathroom ,xwpvGaaWl5c3G5N3-1b65eda045b611e98ec07bf21d1cfe30
21028,Lights on ,xwpvGaaWl5c3G5N3-1b858e2045b711e98ec07bf21d1cfe30
21029,Decrease the heating in the washroom ,xwpvGaaWl5c3G5N3-1bf7345045ba11e98ec07bf21d1cfe30
21030,Decrease volume ,xwpvGaaWl5c3G5N3-1cb856e045b911e98ec07bf21d1cfe30
21031,Turn up the temperature ,xwpvGaaWl5c3G5N3-1d315a70459811e9bf4b216bfa333ac2
21032,Make it cooler ,xwpvGaaWl5c3G5N3-1d7c237045b611e98ec07bf21d1cfe30
21033,Switch off the lights ,xwpvGaaWl5c3G5N3-1dcebad045b711e98ec07bf21d1cfe30
21034,Washroom heat down ,xwpvGaaWl5c3G5N3-1e0a5ce045ba11e98ec07bf21d1cfe30
21035,Turn volume down ,xwpvGaaWl5c3G5N3-1f38c03045b911e98ec07bf21d1cfe30
21036,Less heat ,xwpvGaaWl5c3G5N3-1f7c604045b611e98ec07bf21d1cfe30
21037,Turned the temperature eh ,xwpvGaaWl5c3G5N3-1fbbfcf0459811e9bf4b216bfa333ac2
21038,Turn the lights off ,xwpvGaaWl5c3G5N3-202ad34045b711e98ec07bf21d1cfe30
21039,Turn down the bathroom temperature ,xwpvGaaWl5c3G5N3-205c3c2045ba11e98ec07bf21d1cfe30
21040,Heat down ,xwpvGaaWl5c3G5N3-2183f01045b611e98ec07bf21d1cfe30
21041,Turn sound down ,xwpvGaaWl5c3G5N3-21e0127045b911e98ec07bf21d1cfe30
21042,Turn up the heat ,xwpvGaaWl5c3G5N3-22068930459811e9bf4b216bfa333ac2
21043,Lights off ,xwpvGaaWl5c3G5N3-2235be7045b711e98ec07bf21d1cfe30
21044,Turned the tempter down in the bathroom ,xwpvGaaWl5c3G5N3-22e7c90045ba11e98ec07bf21d1cfe30
21045,Time it he'd up ,xwpvGaaWl5c3G5N3-24538670459811e9bf4b216bfa333ac2
21046,Decrease the temperature ,xwpvGaaWl5c3G5N3-2456e63045b611e98ec07bf21d1cfe30
21047,Dickory's volume ,xwpvGaaWl5c3G5N3-24fa23b045b911e98ec07bf21d1cfe30
21048,Turned down the heat in the bathroom ,xwpvGaaWl5c3G5N3-256db09045ba11e98ec07bf21d1cfe30
21049,Find him up ,xwpvGaaWl5c3G5N3-2594a0e045b711e98ec07bf21d1cfe30
21050,Decrease the heating ,xwpvGaaWl5c3G5N3-2696eb2045b611e98ec07bf21d1cfe30
21051,Turn down the temperature ,xwpvGaaWl5c3G5N3-26b32150459811e9bf4b216bfa333ac2
21052,Turn the heat down in the bathroom ,xwpvGaaWl5c3G5N3-280dafd045ba11e98ec07bf21d1cfe30
21053,Turn up the volume ,xwpvGaaWl5c3G5N3-28ac1a1045b711e98ec07bf21d1cfe30
21054,China temperature now ,xwpvGaaWl5c3G5N3-2901f350459811e9bf4b216bfa333ac2
21055,Could you decrease the heating ,xwpvGaaWl5c3G5N3-29593f7045b611e98ec07bf21d1cfe30
21056,Decrease the temperature in the bathroom ,xwpvGaaWl5c3G5N3-2abbdfe045ba11e98ec07bf21d1cfe30
21057,Turn down the heat ,xwpvGaaWl5c3G5N3-2b47ebb0459811e9bf4b216bfa333ac2
21058,Far too quiet ,xwpvGaaWl5c3G5N3-2b7b78a045b511e98ec07bf21d1cfe30
21059,Turned the volume oh ,xwpvGaaWl5c3G5N3-2b879bb045b711e98ec07bf21d1cfe30
21060,Could you decrease the hiding place ,xwpvGaaWl5c3G5N3-2bf03e0045b611e98ec07bf21d1cfe30
21061,Quieter ,xwpvGaaWl5c3G5N3-2d1e566045b911e98ec07bf21d1cfe30
21062,Decrease the heating in the bathroom ,xwpvGaaWl5c3G5N3-2d61ab8045ba11e98ec07bf21d1cfe30
21063,Turning he down ,xwpvGaaWl5c3G5N3-2d9d4d60459811e9bf4b216bfa333ac2
21064,Turn the sound up ,xwpvGaaWl5c3G5N3-2db0811045b511e98ec07bf21d1cfe30
21065,Turned down the temperature in the kitchen ,xwpvGaaWl5c3G5N3-2e83ba2045b611e98ec07bf21d1cfe30
21066,Make music ladder ,xwpvGaaWl5c3G5N3-2ec7847045b711e98ec07bf21d1cfe30
21067,Volume mute ,xwpvGaaWl5c3G5N3-2f5a159045b911e98ec07bf21d1cfe30
21068,Bathroom heat down ,xwpvGaaWl5c3G5N3-2ffe285045ba11e98ec07bf21d1cfe30
21069,Turn off the museum ,xwpvGaaWl5c3G5N3-30109750459811e9bf4b216bfa333ac2
21070,I need to hear this increase the volume ,xwpvGaaWl5c3G5N3-3095c6b045b511e98ec07bf21d1cfe30
21071,Turned the kitchen temperature down ,xwpvGaaWl5c3G5N3-31044a8045b611e98ec07bf21d1cfe30
21072,Lower the volume ,xwpvGaaWl5c3G5N3-3174b83045b911e98ec07bf21d1cfe30
21073,Turned down the volume ,xwpvGaaWl5c3G5N3-31c3fb9045b711e98ec07bf21d1cfe30
21074,Pause music ,xwpvGaaWl5c3G5N3-3249c60045ba11e98ec07bf21d1cfe30
21075,Stopped in his eye ,xwpvGaaWl5c3G5N3-325b2390459811e9bf4b216bfa333ac2
21076,I couldn't hear anything turn up the volume ,xwpvGaaWl5c3G5N3-335d241045b511e98ec07bf21d1cfe30
21077,Turned down the heat in the kitchen ,xwpvGaaWl5c3G5N3-3372163045b611e98ec07bf21d1cfe30
21078,Play ,xwpvGaaWl5c3G5N3-344d56a0459811e9bf4b216bfa333ac2
21079,Volume lower ,xwpvGaaWl5c3G5N3-3468a3d045b911e98ec07bf21d1cfe30
21080,From the falling down ,xwpvGaaWl5c3G5N3-34c6180045b711e98ec07bf21d1cfe30
21081,Stop music ,xwpvGaaWl5c3G5N3-34e1aef045ba11e98ec07bf21d1cfe30
21082,Turn the heat down in the kitchen ,xwpvGaaWl5c3G5N3-35f90f3045b611e98ec07bf21d1cfe30
21083,The video sound is too low turn up the volume ,xwpvGaaWl5c3G5N3-36a1eed045b511e98ec07bf21d1cfe30
21084,But on the music ,xwpvGaaWl5c3G5N3-36d1b790459811e9bf4b216bfa333ac2
21085,Stop ,xwpvGaaWl5c3G5N3-370a826045ba11e98ec07bf21d1cfe30
21086,Made the music softer ,xwpvGaaWl5c3G5N3-37cf395045b711e98ec07bf21d1cfe30
21087,Kitchen heat down ,xwpvGaaWl5c3G5N3-384410a045b611e98ec07bf21d1cfe30
21088,Decrease the volume ,xwpvGaaWl5c3G5N3-388e7fc045b911e98ec07bf21d1cfe30
21089,Platonism ,xwpvGaaWl5c3G5N3-38e0e880459811e9bf4b216bfa333ac2
21090,Decrease volume ,xwpvGaaWl5c3G5N3-38f04ba045b511e98ec07bf21d1cfe30
21091,Play music ,xwpvGaaWl5c3G5N3-38f2f17045ba11e98ec07bf21d1cfe30
21092,Turn up the temperature ,xwpvGaaWl5c3G5N3-3ad0e09045b711e98ec07bf21d1cfe30
21093,Decrease the temperature in the kitchen ,xwpvGaaWl5c3G5N3-3ad14b3045b611e98ec07bf21d1cfe30
21094,Starting from his head ,xwpvGaaWl5c3G5N3-3b23ac90459811e9bf4b216bfa333ac2
21095,Resume music ,xwpvGaaWl5c3G5N3-3b44347045ba11e98ec07bf21d1cfe30
21096,Turn volume down ,xwpvGaaWl5c3G5N3-3b6c964045b511e98ec07bf21d1cfe30
21097,The dickory sound levels ,xwpvGaaWl5c3G5N3-3bef851045b911e98ec07bf21d1cfe30
21098,Decrease the heating in the kitchen ,xwpvGaaWl5c3G5N3-3d6c416045b611e98ec07bf21d1cfe30
21099,Turn on the lamp ,xwpvGaaWl5c3G5N3-3d839590459811e9bf4b216bfa333ac2
21100,Bring me the newspaper ,xwpvGaaWl5c3G5N3-3daca8f045ba11e98ec07bf21d1cfe30
21101,Turn sound down ,xwpvGaaWl5c3G5N3-3ded26a045b511e98ec07bf21d1cfe30
21102,Turn temperature o ,xwpvGaaWl5c3G5N3-3df52b0045b711e98ec07bf21d1cfe30
21103,Too loud ,xwpvGaaWl5c3G5N3-3e237c1045b911e98ec07bf21d1cfe30
21104,Turn down the temperature in the bedroom ,xwpvGaaWl5c3G5N3-4008701045b611e98ec07bf21d1cfe30
21105,Get me the newspaper ,xwpvGaaWl5c3G5N3-4024add045ba11e98ec07bf21d1cfe30
21106,Decrease audio volume ,xwpvGaaWl5c3G5N3-40c06ae045b511e98ec07bf21d1cfe30
21107,That's too loud ,xwpvGaaWl5c3G5N3-41b83b9045b911e98ec07bf21d1cfe30
21108,Turn the temperature in the bedroom down ,xwpvGaaWl5c3G5N3-42ad786045b611e98ec07bf21d1cfe30
21109,Turned the heat ah ,xwpvGaaWl5c3G5N3-433e514045b711e98ec07bf21d1cfe30
21110,Bring the newspaper ,xwpvGaaWl5c3G5N3-4355063045ba11e98ec07bf21d1cfe30
21111,Reduce odo volume ,xwpvGaaWl5c3G5N3-43567f1045b511e98ec07bf21d1cfe30
21112,Far too loud ,xwpvGaaWl5c3G5N3-43f9790045b911e98ec07bf21d1cfe30
21113,Land on ,xwpvGaaWl5c3G5N3-442a5000459811e9bf4b216bfa333ac2
21114,Turned down the bedroom heat ,xwpvGaaWl5c3G5N3-45110ae045b611e98ec07bf21d1cfe30
21115,Turn it down ,xwpvGaaWl5c3G5N3-4582ade045b511e98ec07bf21d1cfe30
21116,Bring a newspaper ,xwpvGaaWl5c3G5N3-45d6cf1045ba11e98ec07bf21d1cfe30
21117,Turn down the temperature ,xwpvGaaWl5c3G5N3-4625449045b711e98ec07bf21d1cfe30
21118,Turn off the land ,xwpvGaaWl5c3G5N3-46838240459811e9bf4b216bfa333ac2
21119,Quieter ,xwpvGaaWl5c3G5N3-47855bb045b511e98ec07bf21d1cfe30
21120,Go get the newspaper ,xwpvGaaWl5c3G5N3-481bb60045ba11e98ec07bf21d1cfe30
21121,Turn senator dam ,xwpvGaaWl5c3G5N3-48fc0b4045b711e98ec07bf21d1cfe30
21122,Turn the bedroom heat down ,xwpvGaaWl5c3G5N3-4983321045b611e98ec07bf21d1cfe30
21123,Volume mute ,xwpvGaaWl5c3G5N3-49b92ba045b511e98ec07bf21d1cfe30
21124,Make it quieter ,xwpvGaaWl5c3G5N3-4a4a996045b911e98ec07bf21d1cfe30
21125,Switched off the lamp ,xwpvGaaWl5c3G5N3-4b09a6a0459811e9bf4b216bfa333ac2
21126,Fetch the newspaper ,xwpvGaaWl5c3G5N3-4b1064f045ba11e98ec07bf21d1cfe30
21127,Turn down the hee ,xwpvGaaWl5c3G5N3-4b47d00045b711e98ec07bf21d1cfe30
21128,Bedroom heat down ,xwpvGaaWl5c3G5N3-4bf51c7045b611e98ec07bf21d1cfe30
21129,Lower the volume ,xwpvGaaWl5c3G5N3-4c0b801045b511e98ec07bf21d1cfe30
21130,It's too loud turn it down ,xwpvGaaWl5c3G5N3-4cfb3a7045b911e98ec07bf21d1cfe30
21131,Lamp off ,xwpvGaaWl5c3G5N3-4d489a20459811e9bf4b216bfa333ac2
21132,Bring me some juice ,xwpvGaaWl5c3G5N3-4d5d141045ba11e98ec07bf21d1cfe30
